width,height,k,r,labda,rep_num
40,1000,2,1,0.0,0,,1
40,1000,2,1,0.0,1,,1
40,1000,2,1,0.0,2,,1
40,1000,2,1,0.0,3,,1
40,1000,2,1,0.0,4,,1
40,1000,2,1,0.0,5,,1
40,1000,2,1,0.0,6,,1
40,1000,2,1,0.0,7,,1
40,1000,2,1,0.0,8,,1
40,1000,2,1,0.0,9,,1
40,1000,2,1,0.1,0,,1
40,1000,2,1,0.1,1,,1
40,1000,2,1,0.1,2,,1
40,1000,2,1,0.1,3,,1
40,1000,2,1,0.1,4,,1
40,1000,2,1,0.1,5,,1
40,1000,2,1,0.1,6,,1
40,1000,2,1,0.1,7,,1
40,1000,2,1,0.1,8,,1
40,1000,2,1,0.1,9,,1
40,1000,2,1,0.2,0,,1
40,1000,2,1,0.2,1,,3
40,1000,2,1,0.2,2,,1
40,1000,2,1,0.2,3,,2
40,1000,2,1,0.2,4,,1
40,1000,2,1,0.2,5,,2
40,1000,2,1,0.2,6,,39
40,1000,2,1,0.2,7,,1
40,1000,2,1,0.2,8,,1
40,1000,2,1,0.2,9,,2
40,1000,2,1,0.3,0,,63
40,1000,2,1,0.3,1,,39
40,1000,2,1,0.3,2,,2
40,1000,2,1,0.3,3,,4
40,1000,2,1,0.3,4,,39
40,1000,2,1,0.3,5,,6
40,1000,2,1,0.3,6,,39
40,1000,2,1,0.3,7,,4
40,1000,2,1,0.3,8,,24
40,1000,2,1,0.3,9,,3
40,1000,2,1,0.4,0,,39
40,1000,2,1,0.4,1,,39
40,1000,2,1,0.4,2,,9
40,1000,2,1,0.4,3,,9
40,1000,2,1,0.4,4,,39
40,1000,2,1,0.4,5,,39
40,1000,2,1,0.4,6,,7
40,1000,2,1,0.4,7,,39
40,1000,2,1,0.4,8,,5
40,1000,2,1,0.4,9,,39
40,1000,2,1,0.5,0,,19
40,1000,2,1,0.5,1,,1
40,1000,2,1,0.5,2,,39
40,1000,2,1,0.5,3,,3
40,1000,2,1,0.5,4,,39
40,1000,2,1,0.5,5,,39
40,1000,2,1,0.5,6,,15
40,1000,2,1,0.5,7,,
40,1000,2,1,0.5,8,,15
40,1000,2,1,0.5,9,,
40,1000,2,1,0.6,0,,39
40,1000,2,1,0.6,1,,5
40,1000,2,1,0.6,2,,39
40,1000,2,1,0.6,3,,39
40,1000,2,1,0.6,4,,39
40,1000,2,1,0.6,5,,3
40,1000,2,1,0.6,6,,39
40,1000,2,1,0.6,7,,3
40,1000,2,1,0.6,8,,39
40,1000,2,1,0.6,9,,39
40,1000,2,1,0.7,0,,27
40,1000,2,1,0.7,1,,1
40,1000,2,1,0.7,2,,39
40,1000,2,1,0.7,3,,39
40,1000,2,1,0.7,4,,1
40,1000,2,1,0.7,5,,39
40,1000,2,1,0.7,6,,39
40,1000,2,1,0.7,7,,54
40,1000,2,1,0.7,8,,15
40,1000,2,1,0.7,9,,99
40,1000,2,1,0.8,0,,39
40,1000,2,1,0.8,1,,39
40,1000,2,1,0.8,2,,39
